RegionID,Hospital,State,Local Hospital Network (LHN),Time period,Year,Category,Number of patient admissions
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2012–13,2013,Palliative,85
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2013–14,2014,Palliative,63
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2014–15,2015,Palliative,79
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2015–16,2016,Palliative,96
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2016–17,2017,Palliative,93
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2011–12,2012,Rehabilitation,188
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2012–13,2013,Rehabilitation,198
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2013–14,2014,Rehabilitation,128
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2014–15,2015,Rehabilitation,75
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2015–16,2016,Rehabilitation,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2016–17,2017,Rehabilitation,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2011–12,2012,Specialist mental health,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2012–13,2013,Specialist mental health,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2013–14,2014,Specialist mental health,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2014–15,2015,Specialist mental health,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2015–16,2016,Specialist mental health,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2016–17,2017,Specialist mental health,0
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2011–12,2012,Surgical (emergency),367
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2012–13,2013,Surgical (emergency),372
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2013–14,2014,Surgical (emergency),406
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2014–15,2015,Surgical (emergency),437
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2015–16,2016,Surgical (emergency),508
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2016–17,2017,Surgical (emergency),564
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2011–12,2012,Surgical (non-emergency),1872
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2012–13,2013,Surgical (non-emergency),1990
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2013–14,2014,Surgical (non-emergency),1981
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2014–15,2015,Surgical (non-emergency),2371
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2015–16,2016,Surgical (non-emergency),2144
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2016–17,2017,Surgical (non-emergency),2104
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2011–12,2012,Total,13591
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2012–13,2013,Total,13501
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2013–14,2014,Total,14340
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2014–15,2015,Total,14418
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2015–16,2016,Total,14134
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,2016–17,2017,Total,14148
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Childbirth,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Childbirth,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Childbirth,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Childbirth,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Childbirth,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Childbirth,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Medical (emergency),735
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Medical (emergency),749
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Medical (emergency),805
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Medical (emergency),808
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Medical (emergency),1058
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Medical (emergency),1271
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Medical (non-emergency),103
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Medical (non-emergency),18
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Medical (non-emergency),9
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Medical (non-emergency),6
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Medical (non-emergency),10
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Medical (non-emergency),3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Other acute (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Other acute (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Other acute (emergency),3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Other acute (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Other acute (emergency),3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Other acute (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Other acute (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Other acute (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Other acute (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Other acute (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Other acute (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Other acute (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Other subacute and non-acute,38
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Other subacute and non-acute,27
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Other subacute and non-acute,18
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Other subacute and non-acute,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Other subacute and non-acute,8
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Other subacute and non-acute,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Palliative,25
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Palliative,16
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Palliative,16
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Palliative,15
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Palliative,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Palliative,9
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Rehabilitation,8
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Rehabilitation,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Rehabilitation,6
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Rehabilitation,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Rehabilitation,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Rehabilitation,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Specialist mental health,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Specialist mental health,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Specialist mental health,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Specialist mental health,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Specialist mental health,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Specialist mental health,0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Surgical (emergency),3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Surgical (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Surgical (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Surgical (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Surgical (emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Surgical (emergency),3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Surgical (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Surgical (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Surgical (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Surgical (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Surgical (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Surgical (non-emergency),0
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2011–12,2012,Total,909
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2012–13,2013,Total,810
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2013–14,2014,Total,854
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2014–15,2015,Total,829
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2015–16,2016,Total,1076
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,2016–17,2017,Total,1280
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Childbirth,1275
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Childbirth,1243
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Childbirth,1158
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Childbirth,1164
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Childbirth,1131
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Childbirth,1147
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Medical (emergency),7853
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Medical (emergency),8074
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Medical (emergency),9936
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Medical (emergency),10468
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Medical (emergency),10859
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Medical (emergency),11328
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Medical (non-emergency),6568
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Medical (non-emergency),6530
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Medical (non-emergency),6617
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Medical (non-emergency),6938
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Medical (non-emergency),6599
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Medical (non-emergency),6253
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Other acute (emergency),600
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Other acute (emergency),624
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Other acute (emergency),679
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Other acute (emergency),673
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Other acute (emergency),650
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Other acute (emergency),691
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Other acute (non-emergency),1397
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Other acute (non-emergency),878
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Other acute (non-emergency),989
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Other acute (non-emergency),2674
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Other acute (non-emergency),3180
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Other acute (non-emergency),3319
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Other subacute and non-acute,127
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Other subacute and non-acute,145
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Other subacute and non-acute,53
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Other subacute and non-acute,16
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Other subacute and non-acute,69
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Other subacute and non-acute,62
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Palliative,97
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Palliative,142
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Palliative,41
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Palliative,35
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Palliative,162
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Palliative,225
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Rehabilitation,105
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Rehabilitation,121
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Rehabilitation,15
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Rehabilitation,3
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Rehabilitation,0
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Rehabilitation,0
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Specialist mental health,945
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Specialist mental health,915
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Specialist mental health,800
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Specialist mental health,829
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Specialist mental health,939
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Specialist mental health,886
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Surgical (emergency),1561
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Surgical (emergency),1711
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Surgical (emergency),1673
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Surgical (emergency),1740
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Surgical (emergency),1730
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Surgical (emergency),1736
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Surgical (non-emergency),4319
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Surgical (non-emergency),4459
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Surgical (non-emergency),4103
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Surgical (non-emergency),4390
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Surgical (non-emergency),4343
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Surgical (non-emergency),4468
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2011–12,2012,Total,24847
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2012–13,2013,Total,24842
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2013–14,2014,Total,26064
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2014–15,2015,Total,28927
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2015–16,2016,Total,29662
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,2016–17,2017,Total,30115
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Childbirth,3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Childbirth,3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Childbirth,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Childbirth,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Childbirth,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Childbirth,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Medical (emergency),2596
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Medical (emergency),2725
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Medical (emergency),2970
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Medical (emergency),3398
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Medical (emergency),3673
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Medical (emergency),3767
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Medical (non-emergency),617
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Medical (non-emergency),667
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Medical (non-emergency),554
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Medical (non-emergency),504
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Medical (non-emergency),420
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Medical (non-emergency),535
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Other acute (emergency),0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Other acute (emergency),0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Other acute (emergency),0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Other acute (emergency),0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Other acute (emergency),3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Other acute (emergency),0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Other acute (non-emergency),114
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Other acute (non-emergency),135
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Other acute (non-emergency),136
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Other acute (non-emergency),143
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Other acute (non-emergency),130
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Other acute (non-emergency),137
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Other subacute and non-acute,50
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Other subacute and non-acute,48
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Other subacute and non-acute,38
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Other subacute and non-acute,46
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Other subacute and non-acute,68
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Other subacute and non-acute,84
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Palliative,79
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Palliative,64
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Palliative,64
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Palliative,51
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Palliative,53
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Palliative,69
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Rehabilitation,54
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Rehabilitation,25
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Rehabilitation,24
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Rehabilitation,3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Rehabilitation,16
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Rehabilitation,108
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Specialist mental health,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Specialist mental health,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Specialist mental health,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Specialist mental health,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Specialist mental health,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Specialist mental health,0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Surgical (emergency),3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Surgical (emergency),3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Surgical (emergency),3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Surgical (emergency),3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Surgical (emergency),0
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Surgical (emergency),3
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Surgical (non-emergency),160
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Surgical (non-emergency),130
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Surgical (non-emergency),153
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Surgical (non-emergency),186
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Surgical (non-emergency),173
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Surgical (non-emergency),151
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2011–12,2012,Total,3670
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2012–13,2013,Total,3794
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2013–14,2014,Total,3939
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2014–15,2015,Total,4328
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2015–16,2016,Total,4533
Newcastle 11103,Maclean Hospital,NSW,Northern NSW,2016–17,2017,Total,4851
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2011–12,2012,Childbirth,155
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2012–13,2013,Childbirth,137
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2013–14,2014,Childbirth,155
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2014–15,2015,Childbirth,130
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2015–16,2016,Childbirth,128
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2011–12,2012,Medical (emergency),797
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2012–13,2013,Medical (emergency),1150
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2013–14,2014,Medical (emergency),1157
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2014–15,2015,Medical (emergency),1055
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2015–16,2016,Medical (emergency),943
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2011–12,2012,Medical (non-emergency),221
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2012–13,2013,Medical (non-emergency),276
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2013–14,2014,Medical (non-emergency),267
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2014–15,2015,Medical (non-emergency),236
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2015–16,2016,Medical (non-emergency),175
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2011–12,2012,Other acute (emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2012–13,2013,Other acute (emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2013–14,2014,Other acute (emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2014–15,2015,Other acute (emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2015–16,2016,Other acute (emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2011–12,2012,Other acute (non-emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2012–13,2013,Other acute (non-emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2013–14,2014,Other acute (non-emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2014–15,2015,Other acute (non-emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2015–16,2016,Other acute (non-emergency),0
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2011–12,2012,Other subacute and non-acute,23
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2012–13,2013,Other subacute and non-acute,23
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2013–14,2014,Other subacute and non-acute,21
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2014–15,2015,Other subacute and non-acute,71
Newcastle 11103,Mullumbimby Hospital,NSW,Northern NSW,2015–16,2016,Other subacute and non-acute,39
