RegionID,Hospital,State,Local Hospital Network (LHN),Peer group,Time period,Year,Category,Total number of stays,Number of overnight stays,Percentage of overnight stays,Average length of stay (days),Total overnight patient bed days
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Caesarean delivery,70,70,100%,3.90,272
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Caesarean delivery,73,73,100%,3.90,287
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Caesarean delivery,102,102,100%,4.10,414
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Cellulitis,111,102,92%,4.80,494
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Cellulitis,115,103,90%,4.10,421
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Cellulitis,139,120,86%,4.80,581
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Cellulitis,122,100,82%,4.90,487
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Cellulitis,114,90,79%,4.60,411
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Cellulitis,121,105,87%,4.50,476
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),111,102,92%,4.00,410
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),130,127,98%,4.40,564
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),136,122,90%,4.50,546
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),138,125,91%,4.30,537
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),123,105,85%,3.70,391
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),136,119,88%,4.40,519
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),36,36,100%,NA,229
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),45,45,100%,NA,351
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),26,26,100%,NA,244
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),21,21,100%,NA,252
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),28,28,100%,NA,156
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),17,16,94%,NA,82
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Heart failure (without complications),34,34,100%,NA,156
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Heart failure (without complications),49,46,94%,NA,184
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Heart failure (without complications),55,51,93%,5.10,259
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Heart failure (without complications),53,51,96%,3.50,176
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Heart failure (without complications),65,60,92%,3.50,208
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Heart failure (without complications),68,64,94%,3.00,194
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Heart failure (with complications),17,17,100%,NA,94
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Heart failure (with complications),34,34,100%,NA,227
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Heart failure (with complications),15,14,93%,NA,221
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Heart failure (with complications),21,21,100%,NA,197
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Heart failure (with complications),22,22,100%,NA,117
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Heart failure (with complications),27,26,96%,NA,161
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),54,48,89%,NA,157
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),60,48,80%,NA,138
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),83,70,84%,3.40,239
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),73,64,88%,3.30,213
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),60,50,83%,3.30,163
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),75,64,85%,2.90,184
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),16,16,100%,NA,83
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),26,26,100%,NA,163
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),16,16,100%,NA,73
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),21,20,95%,NA,123
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),51,51,100%,5.40,274
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),30,29,97%,NA,151
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Appendix removal,33,33,100%,NA,66
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Appendix removal,30,30,100%,NA,66
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Appendix removal,37,37,100%,NA,70
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Appendix removal,40,39,98%,NA,72
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Appendix removal,34,34,100%,NA,67
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Appendix removal,39,39,100%,NA,84
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Gallbladder removal,76,76,100%,1.80,140
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Gallbladder removal,80,79,99%,1.70,132
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Gallbladder removal,64,63,98%,1.70,109
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Gallbladder removal,78,77,99%,1.70,134
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Gallbladder removal,75,75,100%,1.80,135
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Gallbladder removal,64,64,100%,1.40,89
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Gynaecological reconstructive procedures,5,5,NA,NA,13
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Gynaecological reconstructive procedures,10,10,100%,NA,20
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Gynaecological reconstructive procedures,14,14,100%,NA,27
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Gynaecological reconstructive procedures,17,15,88%,NA,28
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Gynaecological reconstructive procedures,24,22,92%,NA,46
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Gynaecological reconstructive procedures,18,16,89%,NA,28
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Hysterectomy,21,21,100%,NA,61
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Hysterectomy,26,26,100%,NA,69
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Hysterectomy,28,28,100%,NA,84
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Hysterectomy,24,24,100%,NA,61
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Hysterectomy,30,30,100%,NA,81
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Hysterectomy,34,34,100%,NA,94
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Knee replacement,8,8,NA,NA,49
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Knee replacement,32,32,100%,NA,142
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Knee replacement,48,48,100%,NA,232
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Knee replacement,77,77,100%,4.10,317
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Knee replacement,72,72,100%,4.00,289
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Knee replacement,77,77,100%,3.00,233
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2011–12,2012,Hip replacement,10,10,100%,NA,67
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2012–13,2013,Hip replacement,18,18,100%,NA,82
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2013–14,2014,Hip replacement,30,30,100%,NA,165
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2014–15,2015,Hip replacement,50,50,100%,5.60,279
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2015–16,2016,Hip replacement,51,51,100%,4.90,248
Newcastle 11103,Grafton Base Hospital,NSW,Northern NSW,Medium hospitals,2016–17,2017,Hip replacement,66,66,100%,3.60,237
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Cellulitis,14,14,100%,NA,59
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Cellulitis,16,15,94%,NA,69
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Cellulitis,29,27,93%,NA,93
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Cellulitis,16,16,100%,NA,62
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Cellulitis,36,29,81%,NA,161
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Cellulitis,20,20,100%,NA,92
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),30,27,90%,NA,113
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),46,40,87%,NA,226
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),44,36,82%,NA,197
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),37,36,97%,NA,204
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),43,40,93%,NA,180
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),28,25,89%,NA,108
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,6
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,13
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,23
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,8
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Heart failure (without complications),12,12,100%,NA,56
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Heart failure (without complications),9,9,NA,NA,54
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Heart failure (without complications),6,6,NA,NA,23
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Heart failure (without complications),12,12,100%,NA,66
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Heart failure (without complications),21,18,86%,NA,82
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Heart failure (without complications),23,21,91%,NA,125
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Heart failure (with complications),3,3,NA,NA,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Heart failure (with complications),3,3,NA,NA,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Heart failure (with complications),3,3,NA,NA,5
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Heart failure (with complications),3,3,NA,NA,24
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Kidney and urinary tract infections (without complications),26,25,96%,NA,79
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Kidney and urinary tract infections (without complications),12,9,75%,NA,32
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Kidney and urinary tract infections (without complications),18,18,100%,NA,51
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Kidney and urinary tract infections (without complications),15,14,93%,NA,45
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Kidney and urinary tract infections (without complications),17,15,88%,NA,57
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Kidney and urinary tract infections (without complications),17,16,94%,NA,57
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2011–12,2012,Kidney and urinary tract infections (with complications),3,3,NA,NA,8
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2012–13,2013,Kidney and urinary tract infections (with complications),3,3,NA,NA,3
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2013–14,2014,Kidney and urinary tract infections (with complications),3,3,NA,NA,13
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2014–15,2015,Kidney and urinary tract infections (with complications),3,3,NA,NA,15
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2015–16,2016,Kidney and urinary tract infections (with complications),3,3,NA,NA,17
Newcastle 11103,Kyogle Multi Purpose Service,NSW,Northern NSW,Unpeered,2016–17,2017,Kidney and urinary tract infections (with complications),3,3,NA,NA,14
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Vaginal delivery,658,622,95%,2.80,"1,763"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Vaginal delivery,622,566,91%,2.70,"1,523"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Vaginal delivery,595,535,90%,2.50,"1,338"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Vaginal delivery,594,541,91%,2.40,"1,315"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Vaginal delivery,563,510,91%,2.30,"1,176"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Vaginal delivery,590,535,91%,2.40,"1,286"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Caesarean delivery,263,263,100%,4.50,"1,171"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Caesarean delivery,252,252,100%,4.60,"1,156"
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Caesarean delivery,179,179,100%,4.40,780
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Caesarean delivery,197,197,100%,4.00,783
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Caesarean delivery,213,213,100%,3.80,819
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Caesarean delivery,178,178,100%,3.60,647
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Cellulitis,134,125,93%,4.10,507
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Cellulitis,165,156,95%,3.30,515
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Cellulitis,153,128,84%,2.90,372
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Cellulitis,193,161,83%,3.10,507
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Cellulitis,208,177,85%,2.90,522
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Cellulitis,260,232,89%,3.30,776
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),146,144,99%,5.10,735
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),147,143,97%,4.60,655
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),148,140,95%,4.60,649
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),168,154,92%,4.80,735
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),170,156,92%,4.70,737
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),188,170,90%,5.10,872
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),23,23,100%,NA,223
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),43,43,100%,NA,318
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),24,24,100%,NA,237
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),33,32,97%,NA,216
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),38,38,100%,NA,313
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),56,55,98%,7.60,416
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Heart failure (without complications),80,80,100%,5.50,442
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Heart failure (without complications),72,72,100%,4.80,343
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Heart failure (without complications),90,88,98%,4.20,366
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Heart failure (without complications),66,60,91%,5.60,337
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Heart failure (without complications),68,63,93%,4.40,275
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Heart failure (without complications),70,68,97%,5.10,345
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Heart failure (with complications),34,34,100%,NA,502
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Heart failure (with complications),48,48,100%,NA,521
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Heart failure (with complications),52,52,100%,8.90,461
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Heart failure (with complications),52,52,100%,9.20,478
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Heart failure (with complications),52,52,100%,10.20,530
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Heart failure (with complications),68,68,100%,8.10,551
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),155,146,94%,3.10,457
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),124,118,95%,2.90,344
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),156,123,79%,2.60,323
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),176,132,75%,2.60,348
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),171,117,68%,2.90,339
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),158,124,78%,2.50,313
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),59,58,98%,7.50,433
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),59,59,100%,6.70,396
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),52,52,100%,6.00,314
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),46,46,100%,NA,334
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),99,98,99%,6.90,675
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),44,43,98%,NA,234
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Appendix removal,127,127,100%,2.30,287
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Appendix removal,110,110,100%,2.30,251
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Appendix removal,108,108,100%,2.10,231
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Appendix removal,74,73,99%,2.50,179
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Appendix removal,77,77,100%,2.30,179
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Appendix removal,87,87,100%,2.30,201
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Gallbladder removal,156,156,100%,2.20,346
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Gallbladder removal,140,139,99%,2.20,310
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Gallbladder removal,128,127,99%,2.30,296
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Gallbladder removal,120,120,100%,2.80,335
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Gallbladder removal,118,116,98%,2.70,314
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Gallbladder removal,103,101,98%,2.00,206
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Gynaecological reconstructive procedures,44,44,100%,NA,95
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Gynaecological reconstructive procedures,42,42,100%,NA,87
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2013–14,2014,Gynaecological reconstructive procedures,20,20,100%,NA,52
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2014–15,2015,Gynaecological reconstructive procedures,35,35,100%,NA,77
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2015–16,2016,Gynaecological reconstructive procedures,57,57,100%,2.00,114
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2016–17,2017,Gynaecological reconstructive procedures,35,35,100%,NA,72
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2011–12,2012,Hysterectomy,93,93,100%,2.60,241
Newcastle 11103,Lismore Hospital,NSW,Northern NSW,Large hospitals,2012–13,2013,Hysterectomy,79,79,100%,3.10,241
